1/1/09	0.0	0.0
1/2/09	0.0	0.0
1/3/09	0.0	0.0
1/4/09	0.0	0.0
1/5/09	0.0	0.0
1/6/09	0.08	0.0
1/7/09	1.19	0.0
1/8/09	0.0	0.0
1/9/09	0.0	0.0
1/10/09	0.14	1.0
1/11/09	0.19	0.0
1/12/09	0.0	0.0
1/13/09	0.0	0.0
1/14/09	0.0	0.0
1/15/09	0.05	1.0
1/16/09	0.0	0.0
1/17/09	0.0	0.0
1/18/09	0.18	2.2
1/19/09	0.18	1.8
1/20/09	0.0	0.0
1/21/09	0.0	0.0
1/22/09	0.0	0.0
1/23/09	0.0	0.0
1/24/09	0.0	0.0
1/25/09	0.0	0.0
1/26/09	0.0	0.0
1/27/09	0.0	0.0
1/28/09	0.97	3.0
1/29/09	0.0	0.0
1/30/09	0.0	0.0
1/31/09	0.0	0.0
2/1/09	0.0	0.0
2/2/09	0.0	0.0
2/3/09	0.35	4.3
2/4/09	0.0	0.0
2/5/09	0.0	0.0
2/6/09	0.0	0.0
2/7/09	0.0	0.0
2/8/09	0.0	0.0
2/9/09	0.0	0.0
2/10/09	0.0	0.0
2/11/09	0.03	0.0
2/12/09	0.12	0.0
2/13/09	0.0	0.0
2/14/09	0.0	0.0
2/15/09	0.0	0.0
2/16/09	0.0	0.0
2/17/09	0.0	0.0
2/18/09	0.32	0.0
2/19/09	0.0	0.0
2/20/09	0.0	0.0
2/21/09	0.0	0.0
2/22/09	0.07	0.0
2/23/09	0.0	0.0
2/24/09	0.0	0.0
2/25/09	0.0	0.0
2/26/09	0.0	0.0
2/27/09	0.04	0.0
2/28/09	0.0	0.0
3/1/09	0.15	1.8
3/2/09	0.49	6.5
3/3/09	0.0	0.0
3/4/09	0.0	0.0
3/5/09	0.0	0.0
3/6/09	0.01	0.0
3/7/09	0.0	0.0
3/8/09	0.0	0.0
3/9/09	0.1	0.0
3/10/09	0.01	0.0
3/11/09	0.0	0.0
3/12/09	0.0	0.0
3/13/09	0.0	0.0
3/14/09	0.0	0.0
3/15/09	0.0	0.0
3/16/09	0.0	0.0
3/17/09	0.0	0.0
3/18/09	0.0	0.0
3/19/09	0.13	0.0
3/20/09	0.04	0.0
3/21/09	0.0	0.0
3/22/09	0.0	0.0
3/23/09	0.0	0.0
3/24/09	0.0	0.0
3/25/09	0.0	0.0
3/26/09	0.4	0.0
3/27/09	0.0	0.0
3/28/09	0.05	0.0
3/29/09	0.37	0.0
3/30/09	0.0	0.0
3/31/09	0.0	0.0
4/1/09	0.36	0.0
4/2/09	0.01	0.0
4/3/09	0.91	0.0
4/4/09	0.0	0.0
4/5/09	0.0	0.0
4/6/09	0.56	0.0
4/7/09	0.0	0.0
4/8/09	0.0	0.0
4/9/09	0.0	0.0
4/10/09	0.0	0.0
4/11/09	0.56	0.0
4/12/09	0.0	0.0
4/13/09	0.0	0.0
4/14/09	0.17	0.0
4/15/09	0.2	0.0
4/16/09	0.0	0.0
4/17/09	0.0	0.0
4/18/09	0.0	0.0
4/19/09	0.0	0.0
4/20/09	1.79	0.0
4/21/09	0.09	0.0
4/22/09	0.04	0.0
4/23/09	0.0	0.0
4/24/09	0.0	0.0
4/25/09	0.0	0.0
4/26/09	0.0	0.0
4/27/09	0.0	0.0
4/28/09	0.0	0.0
4/29/09	0.0	0.0
4/30/09	0.0	0.0
5/1/09	0.42	0.0
5/2/09	0.11	0.0
5/3/09	0.41	0.0
5/4/09	0.35	0.0
5/5/09	0.31	0.0
5/6/09	1.15	0.0
5/7/09	1.06	0.0
5/8/09	0.0	0.0
5/9/09	0.62	0.0
5/10/09	0.0	0.0
5/11/09	0.0	0.0
5/12/09	0.0	0.0
5/13/09	0.0	0.0
5/14/09	0.05	0.0
5/15/09	0.0	0.0
5/16/09	0.16	0.0
5/17/09	0.04	0.0
5/18/09	0.0	0.0
5/19/09	0.0	0.0
5/20/09	0.0	0.0
5/21/09	0.0	0.0
5/22/09	0.0	0.0
5/23/09	0.0	0.0
5/24/09	0.0	0.0
5/25/09	0.0	0.0
5/26/09	0.0	0.0
5/27/09	0.0	0.0
5/28/09	0.06	0.0
5/29/09	0.43	0.0
5/30/09	0.0	0.0
5/31/09	0.0	0.0
6/1/09	0.0	0.0
6/2/09	0.06	0.0
6/3/09	0.5	0.0
6/4/09	0.54	0.0
6/5/09	0.94	0.0
6/6/09	0.0	0.0
6/7/09	0.0	0.0
6/8/09	0.02	0.0
6/9/09	1.83	0.0
6/10/09	0.0	0.0
6/11/09	0.16	0.0
6/12/09	0.61	0.0
6/13/09	0.13	0.0
6/14/09	0.02	0.0
6/15/09	0.5	0.0
6/16/09	0.0	0.0
6/17/09	0.0	0.0
6/18/09	2.3	0.0
6/19/09	0.0	0.0
6/20/09	0.28	0.0
6/21/09	0.45	0.0
6/22/09	0.0	0.0
6/23/09	0.0	0.0
6/24/09	0.3	0.0
6/25/09	0.0	0.0
6/26/09	0.73	0.0
6/27/09	0.02	0.0
6/28/09	0.0	0.0
6/29/09	0.0	0.0
6/30/09	0.66	0.0
7/1/09	0.0	0.0
7/2/09	0.6	0.0
7/3/09	0.0	0.0
7/4/09	0.0	0.0
7/5/09	0.0	0.0
7/6/09	0.0	0.0
7/7/09	0.13	0.0
7/8/09	0.0	0.0
7/9/09	0.0	0.0
7/10/09	0.0	0.0
7/11/09	0.33	0.0
7/12/09	0.02	0.0
7/13/09	0.0	0.0
7/14/09	0.0	0.0
7/15/09	0.0	0.0
7/16/09	0.0	0.0
7/17/09	0.21	0.0
7/18/09	0.02	0.0
7/19/09	0.0	0.0
7/20/09	0.0	0.0
7/21/09	1.14	0.0
7/22/09	0.0	0.0
7/23/09	0.39	0.0
7/24/09	0.02	0.0
7/25/09	0.0	0.0
7/26/09	1.42	0.0
7/27/09	0.6	0.0
7/28/09	0.0	0.0
7/29/09	1.52	0.0
7/30/09	0.0	0.0
7/31/09	0.71	0.0
8/1/09	0.0	0.0
8/2/09	1.05	0.0
8/3/09	0.0	0.0
8/4/09	0.0	0.0
8/5/09	0.0	0.0
8/6/09	0.0	0.0
8/7/09	0.0	0.0
8/8/09	0.0	0.0
8/9/09	0.01	0.0
8/10/09	0.52	0.0
8/11/09	0.0	0.0
8/12/09	0.0	0.0
8/13/09	0.02	0.0
8/14/09	0.0	0.0
8/15/09	0.0	0.0
8/16/09	0.0	0.0
8/17/09	0.0	0.0
8/18/09	0.64	0.0
8/19/09	0.0	0.0
8/20/09	0.0	0.0
8/21/09	0.13	0.0
8/22/09	0.74	0.0
8/23/09	0.02	0.0
8/24/09	0.0	0.0
8/25/09	0.0	0.0
8/26/09	0.03	0.0
8/27/09	0.0	0.0
8/28/09	0.51	0.0
8/29/09	0.55	0.0
8/30/09	0.0	0.0
8/31/09	0.0	0.0
9/1/09	0.0	0.0
9/2/09	0.0	0.0
9/3/09	0.0	0.0
9/4/09	0.0	0.0
9/5/09	0.0	0.0
9/6/09	0.0	0.0
9/7/09	0.0	0.0
9/8/09	0.0	0.0
9/9/09	0.0	0.0
9/10/09	0.0	0.0
9/11/09	0.84	0.0
9/12/09	0.03	0.0
9/13/09	0.0	0.0
9/14/09	0.0	0.0
9/15/09	0.0	0.0
9/16/09	0.0	0.0
9/17/09	0.01	0.0
9/18/09	0.0	0.0
9/19/09	0.0	0.0
9/20/09	0.0	0.0
9/21/09	0.0	0.0
9/22/09	0.0	0.0
9/23/09	0.0	0.0
9/24/09	0.03	0.0
9/25/09	0.0	0.0
9/26/09	0.14	0.0
9/27/09	1.03	0.0
9/28/09	0.18	0.0
9/29/09	0.0	0.0
9/30/09	0.0	0.0
10/1/09	0.0	0.0
10/2/09	0.06	0.0
10/3/09	0.29	0.0
10/4/09	0.0	0.0
10/5/09	0.0	0.0
10/6/09	0.0	0.0
10/7/09	0.16	0.0
10/8/09	0.0	0.0
10/9/09	0.03	0.0
10/10/09	0.0	0.0
10/11/09	0.0	0.0
10/12/09	0.0	0.0
10/13/09	0.0	0.0
10/14/09	0.0	0.0
10/15/09	0.59	0.0
10/16/09	0.05	0.0
10/17/09	0.03	0.0
10/18/09	0.29	0.0
10/19/09	0.0	0.0
10/20/09	0.0	0.0
10/21/09	0.0	0.0
10/22/09	0.0	0.0
10/23/09	0.19	0.0
10/24/09	1.81	0.0
10/25/09	0.0	0.0
10/26/09	0.0	0.0
10/27/09	0.62	0.0
10/28/09	1.29	0.0
10/29/09	0.0	0.0
10/30/09	0.0	0.0
10/31/09	0.17	0.0
11/1/09	0.01	0.0
11/2/09	0.0	0.0
11/3/09	0.0	0.0
11/4/09	0.0	0.0
11/5/09	0.0	0.0
11/6/09	0.0	0.0
11/7/09	0.0	0.0
11/8/09	0.0	0.0
11/9/09	0.0	0.0
11/10/09	0.0	0.0
11/11/09	0.0	0.0
11/12/09	0.07	0.0
11/13/09	0.04	0.0
11/14/09	0.49	0.0
11/15/09	0.02	0.0
11/16/09	0.0	0.0
11/17/09	0.0	0.0
11/18/09	0.0	0.0
11/19/09	0.18	0.0
11/20/09	0.5	0.0
11/21/09	0.0	0.0
11/22/09	0.0	0.0
11/23/09	0.0	0.0
11/24/09	0.0	0.0
11/25/09	0.03	0.0
11/26/09	0.0	0.0
11/27/09	0.0	0.0
11/28/09	0.0	0.0
11/29/09	0.0	0.0
11/30/09	0.27	0.0
12/1/09	0.0	0.0
12/2/09	0.45	0.0
12/3/09	0.73	0.0
12/4/09	0.0	0.0
12/5/09	0.64	0.0
12/6/09	0.0	0.0
12/7/09	0.0	0.0
12/8/09	0.0	0.0
12/9/09	1.48	0.0
12/10/09	0.0	0.0
12/11/09	0.0	0.0
12/12/09	0.0	0.0
12/13/09	0.95	0.0
12/14/09	0.0	0.0
12/15/09	0.0	0.0
12/16/09	0.0	0.0
12/17/09	0.0	0.0
12/18/09	0.0	0.0
12/19/09	0.61	9.1
12/20/09	0.13	1.8
12/21/09	0.0	0.0
12/22/09	0.0	0.0
12/23/09	0.0	0.0
12/24/09	0.0	0.0
12/25/09	0.24	0.0
12/26/09	1.48	0.0
12/27/09	0.33	0.0
12/28/09	0.0	0.0
12/29/09	0.0	0.0
12/30/09	0.0	0.0
12/31/09	0.23	1.5
1/1/10	0.03	0.0
1/2/10	0.02	0.2
1/3/10	0.0	0.0
1/4/10	0.0	0.0
1/5/10	0.0	0.0
1/6/10	0.0	0.0
1/7/10	0.0	0.0
1/8/10	0.05	0.6
1/9/10	0.0	0.0
1/10/10	0.0	0.0
1/11/10	0.0	0.0
1/12/10	0.0	0.0
1/13/10	0.0	0.0
1/14/10	0.0	0.0
1/15/10	0.0	0.0
1/16/10	0.0	0.0
1/17/10	0.57	0.0
1/18/10	0.05	0.0
1/19/10	0.0	0.0
1/20/10	0.0	0.0
1/21/10	0.0	0.0
1/22/10	0.0	0.0
1/23/10	0.0	0.0
1/24/10	0.02	0.0
1/25/10	1.25	0.0
1/26/10	0.0	0.0
1/27/10	0.0	0.0
1/28/10	0.09	1.3
1/29/10	0.0	0.0
1/30/10	0.0	0.0
1/31/10	0.0	0.0
2/1/10	0.0	0.0
2/2/10	0.03	0.8
2/3/10	0.06	0.2
2/4/10	0.0	0.0
2/5/10	0.0	0.0
2/6/10	0.0	0.0
2/7/10	0.0	0.0
2/8/10	0.0	0.0
2/9/10	0.0	0.0
2/10/10	1.33	10.0
2/11/10	0.0	0.0
2/12/10	0.0	0.0
2/13/10	0.0	0.0
2/14/10	0.0	0.0
2/15/10	0.01	0.0
2/16/10	0.43	5.0
2/17/10	0.0	0.0
2/18/10	0.0	0.0
2/19/10	0.0	0.0
2/20/10	0.0	0.0
2/21/10	0.0	0.0
2/22/10	0.03	0.0
2/23/10	1.2	0.0
2/24/10	0.42	0.0
2/25/10	2.0	9.4
2/26/10	1.17	11.5
2/27/10	0.01	0.0
2/28/10	0.0	0.0
3/1/10	0.0	0.0
3/2/10	0.01	0.0
3/3/10	0.07	0.0
3/4/10	0.0	0.0
3/5/10	0.0	0.0
3/6/10	0.0	0.0
3/7/10	0.0	0.0
3/8/10	0.0	0.0
3/9/10	0.0	0.0
3/10/10	0.0	0.0
3/11/10	0.0	0.0
3/12/10	0.21	0.0
3/13/10	3.86	0.0
3/14/10	0.24	0.0
3/15/10	0.33	0.0
3/16/10	0.0	0.0
3/17/10	0.0	0.0
3/18/10	0.0	0.0
3/19/10	0.0	0.0
3/20/10	0.0	0.0
3/21/10	0.0	0.0
3/22/10	1.34	0.0
3/23/10	0.11	0.0
3/24/10	0.0	0.0
3/25/10	0.0	0.0
3/26/10	0.14	0.0
3/27/10	0.0	0.0
3/28/10	0.34	0.0
3/29/10	1.58	0.0
3/30/10	2.45	0.0
3/31/10	0.01	0.0
4/1/10	0.0	0.0
4/2/10	0.0	0.0
4/3/10	0.0	0.0
4/4/10	0.0	0.0
4/5/10	0.0	0.0
4/6/10	0.0	0.0
